comentario,calificacion,codigo,Enlace,Sitio Web,Marca,Modelo estandar,Precio,comentario_limpio,comentario_limpio_sin_lematizar,Calificacion Predicha,Sentimiento,Comentario_Negativo,Comentario_Positivo,Temas
Sobre todo lo adquirí por la pantalla que me gusta mucho... la buena construcción y materiales y por las actuaciones que ofrece Samsung,5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,adquiri pantalla gusta mucho buena construccion materiales actuaciones ofrece samsung,Sobre todo lo adquiri por la pantalla que me gusta mucho la buena construccion y materiales y por las actuaciones que ofrece Samsung,5,Positivo,0,1,['Pantalla']
"Es un equipo bastante equilibrado con respecto a su precio, mejoró bastante con respecto a su versión pasada el galaxy a54, muy contento con el y pienso estar años con el.",5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,equipo bastante equilibrado respecto precio mejoro bastante respecto version pasada galaxy muy contento pienso años,Es un equipo bastante equilibrado con respecto a su precio mejoro bastante con respecto a su version pasada el galaxy a muy contento con el y pienso estar años con el,4,Positivo,0,1,['Precio']
"Va muy bien y tiene muchas funciones nuevas, ha comparación del otro samsung que tenía.",5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,va muy bien muchas funciones nuevas comparacion samsung tenia,Va muy bien y tiene muchas funciones nuevas ha comparacion del otro samsung que tenia,5,Positivo,0,1,[]
Este teléfono hace absolutamente todo lo que haría un gama alta,5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,telefono hace absolutamente haria gama alta,Este telefono hace absolutamente todo lo que haria un gama alta,5,Positivo,0,1,[]
(Esta reseña se ha recibido a través de una promoción.) Muy buen dispositivo electrónico el cual cumple exitosamente las cualidades y características de l producto,5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,muy buen dispositivo electronico cumple exitosamente cualidades caracteristicas l producto,Muy buen dispositivo electronico el cual cumple exitosamente las cualidades y caracteristicas de l producto,5,Positivo,0,1,[]
Estoy súper encantada con el móvil. No me arrepiento haberlo comprado y volvería hacer una nueva compras.,5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,super encantada movil no arrepiento haberlo comprado volveria hacer nueva compras,Estoy super encantada con el movil No me arrepiento haberlo comprado y volveria hacer una nueva compras,5,Positivo,0,1,[]
Perfecto!!!!!puntuales a la hora de entregarlo en perfectas condiciones!!!!,5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,perfecto puntuales hora entregarlo perfecta condiciones,Perfecto puntuales a la hora de entregarlo en perfectas condiciones,5,Positivo,0,1,[]
"(Esta reseña se ha recibido a través de una promoción.) Un móvil elegante y muy completo en aplicaciones. Lo único que mejoraría es que con móvil viniera el cargador completo, lo que haría que la batería durara un poco más.",5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,movil elegante muy completo aplicaciones unico mejoraria movil viniera cargador completo haria bateria durara poco ma,Un movil elegante y muy completo en aplicaciones Lo unico que mejoraria es que con movil viniera el cargador completo lo que haria que la bateria durara un poco mas,4,Positivo,0,1,"['Batería', 'Rendimiento']"
Lo compre el mes pasado Y Todo Genial tenia miedo que fuera A llegar en malas condiciones o no fueran Originales pero El producto llega con todos los sellos de seguridad,5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,compre me pasado genial tenia miedo llegar malas condiciones no originales producto llega sellos seguridad,Lo compre el mes pasado Y Todo Genial tenia miedo que fuera A llegar en malas condiciones o no fueran Originales pero El producto llega con todos los sellos de seguridad,5,Positivo,0,1,[]
Genial todo fantástico! Lo que necesito todo.,5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,genial fantastico necesito,Genial todo fantastico Lo que necesito todo,5,Positivo,0,1,[]
Compre este teléfono hace 3 semanas y es muy buen equipo a comparación del qué tenia,5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,compre telefono hace semanas muy buen equipo comparacion tenia,Compre este telefono hace  semanas y es muy buen equipo a comparacion del que tenia,5,Positivo,0,1,[]
Genial es un producto excelente 👌 lo mejor de lo mejor,5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,genial producto excelente mejor mejor,Genial es un producto excelente lo mejor de lo mejor,5,Positivo,0,1,['Cámara']
"Me ha encantado la cámara de fotografía y vídeo, es lo que quería. En cuanto a su peso, tamaño y forma, me parece excelente.",5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,encantado camara fotografia video queria cuanto peso tamaño forma parece excelente,Me ha encantado la camara de fotografia y video es lo que queria En cuanto a su peso tamaño y forma me parece excelente,5,Positivo,0,1,"['Cámara', 'Pantalla']"
Compre el teléfono este mes y me gustó muchísimo gracias.,5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,compre telefono me gusto muchisimo gracias,Compre el telefono este mes y me gusto muchisimo gracias,5,Positivo,0,1,[]
Lo compre hace dos semanas y me a encantado 10 de 10,5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,compre hace do semanas encantado,Lo compre hace dos semanas y me a encantado  de ,5,Positivo,0,1,[]
"(Esta reseña se ha recibido a través de una promoción.) Muy completo y excelente,buenos gráficos,la cámara deja un poco que desear pero bastante buena",5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,muy completo excelente buenos graficos camara deja poco desear bastante buena,Muy completo y excelente buenos graficos la camara deja un poco que desear pero bastante buena,4,Positivo,0,1,['Cámara']
"Siempre eh usado Samsung, son lo mejor no importa la gama,",5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,siempre eh usado samsung mejor no importa gama,Siempre eh usado Samsung son lo mejor no importa la gama,5,Positivo,0,1,[]
(Esta reseña se ha recibido a través de una promoción.) Un gran teléfono no puedo estar más contento todo genial,5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,gran telefono no puedo ma contento genial,Un gran telefono no puedo estar mas contento todo genial,5,Positivo,0,1,[]
"(Esta reseña se ha recibido a través de una promoción.) Todavia estoy haciendome a el, pero es genial. 😁😁😁😁😁",5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,todavia haciendome genial,Todavia estoy haciendome a el pero es genial,5,Positivo,0,1,[]
Todo perfecto Móvil muy bueno y muy manejable Muy bueno,5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,perfecto movil muy bueno muy manejable muy bueno,Todo perfecto Movil muy bueno y muy manejable Muy bueno,5,Positivo,0,1,[]
"Me va genial con este dispositivo, funciona con mucha fluidez y mis juegos se ven con mucha calidad.",5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,va genial dispositivo funciona mucha fluidez juegos ven mucha calidad,Me va genial con este dispositivo funciona con mucha fluidez y mis juegos se ven con mucha calidad,5,Positivo,0,1,['Rendimiento']
"Estoy una semana con el celular además de lo divino que está funciona perfectamente, la cámara una locura amoo",5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,semana celular ademas divino funciona perfectamente camara locura amoo,Estoy una semana con el celular ademas de lo divino que esta funciona perfectamente la camara una locura amoo,5,Positivo,0,1,[]
100% recomendado!!,5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,recomendado, recomendado,5,Positivo,0,1,[]
"(Esta reseña se ha recibido a través de una promoción.) Estoy encantado con el producto, creo es una byena eleccion.",5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,encantado producto creo byena eleccion,Estoy encantado con el producto creo es una byena eleccion,5,Positivo,0,1,[]
El mejor móvil de gama media que he tenido. Aunque todavía no he descubierto todo su potencial.,5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,mejor movil gama medium aunque todavia no descubierto potencial,El mejor movil de gama media que he tenido Aunque todavia no he descubierto todo su potencial,5,Positivo,0,1,['Rendimiento']
"Muy buena pantalla, excelente rendimiento y una camara muy buena",5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,muy buena pantalla excelente rendimiento camara muy buena,Muy buena pantalla excelente rendimiento y una camara muy buena,5,Positivo,0,1,"['Cámara', 'Rendimiento', 'Pantalla']"
"(Esta reseña se ha recibido a través de una promoción.) Por primera vez tengo un celular Samsumg Galaxy A55 y me gusta por la velocidad, la bateria me dura bastante y las multiples funciones que me ofrece.",5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,primera vez celular samsumg galaxy gusta velocidad bateria dura bastante multiple funciones ofrece,Por primera vez tengo un celular Samsumg Galaxy A y me gusta por la velocidad la bateria me dura bastante y las multiples funciones que me ofrece,5,Positivo,0,1,"['Batería', 'Rendimiento']"
Cumple las expectativas en cuanto a relación calidad - precio,5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,cumple expectativas cuanto relacion calidad precio,Cumple las expectativas en cuanto a relacion calidad precio,4,Positivo,0,1,['Precio']
"Me ha gustado mucho. La pantalla estupenda, esperaba algo más de la batería, cámara muy bien y pantalla excepcional",5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,gustado mucho pantalla estupenda esperaba ma bateria camara muy bien pantalla excepcional,Me ha gustado mucho La pantalla estupenda esperaba algo mas de la bateria camara muy bien y pantalla excepcional,4,Positivo,0,1,['Pantalla']
(Esta reseña se ha recibido a través de una promoción.) Muy bonito y cuando lo tocas notas lo smarcos de metal que lo hacen mucho mas resistente .,5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,muy bonito tocas notas smarcos metal hacen mucho ma resistente,Muy bonito y cuando lo tocas notas lo smarcos de metal que lo hacen mucho mas resistente,5,Positivo,0,1,[]
Es un modelo que por su aspecto tacto y potencia parece Top de gama. Es toy muy contento.,5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,modelo aspecto tacto potencia parece top gama toy muy contento,Es un modelo que por su aspecto tacto y potencia parece Top de gama Es toy muy contento,5,Positivo,0,1,['Rendimiento']
Me ha encantado siempre he comprado Samsung pero este me encanta,5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,encantado siempre comprado samsung encanta,Me ha encantado siempre he comprado Samsung pero este me encanta,5,Positivo,0,1,[]
Estoy encantada con mi teléfono . Siempre tuve samsung hasta que hace dos años cambié a otra marca y es lo peor que pude hacer.,5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,encantada telefono siempre samsung hace do años cambie marca peor pude hacer,Estoy encantada con mi telefono Siempre tuve samsung hasta que hace dos años cambie a otra marca y es lo peor que pude hacer,5,Positivo,0,1,[]
Me encanta simplemente el megama media....bonito diseño....material...etc....lo pedí en línea y llego super rápido de lo esperado...llevo dos semanas aproximadamente usándolo y funciona a la perfección,5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,encanta simplemente megama medium bonito diseño material etc pedi linea llego super rapido esperado llevo do semanas aproximadamente usandolo funciona perfeccion,Me encanta simplemente el megama media bonito diseño material etc lo pedi en linea y llego super rapido de lo esperado llevo dos semanas aproximadamente usandolo y funciona a la perfeccion,5,Positivo,0,1,[]
"(Esta reseña se ha recibido a través de una promoción.) Excelente equipo, fotos espectaculares, muy intuitivo. Por poner una pega la batería se descarga muy rápido",5,FS1,https://www.falabella.com.co/falabella-co/product/129554425/Celular-Samsung-Galaxy-A55-5G-256Gb-8Ram-Azul-Oscuro/129554428,falabella,Samsung,Samsung Galaxy A55,2499900,excelente equipo fotos espectaculares muy intuitivo poner pega bateria descarga muy rapido,Excelente equipo fotos espectaculares muy intuitivo Por poner una pega la bateria se descarga muy rapido,5,Positivo,0,1,"['Cámara', 'Batería']"
